naibbe_max,naibbe_min,voyb_max,voyb_min
opchdy,opSdy,orain,oraN
orar,orar,cheepaiin,SEpaM
olaiir,olaU,ofy,ofy
reees,rEes,shey,Zey
olkal,olkal,koly,koly
ol,ol,dy,dy
pchey,pSey,olchey,olSey
lkees,lkEs,cheky,Seky
sheedaiin,ZEdaM,qokedy,qkedy
pchaiin,pSaM,shekshey,ZekZey
okail,okaG,qolain,qlaN
al,al,chckshy,SckZy
dair,daT,chdy,Sdy
otchaiin,otSaM,dair,daT
aryory,aryory,shckhey,ZXey
keos,keos,dold,dold
chcthed,SQed,qokalchdy,qkalSdy
oshaiin,oZaM,chekaiin,SekaM
okar,okar,checkhy,SeXy
cheeo,SEo,dar,dar
ykr,ykr,shed,Zed
alyol,alyol,qokeedar,qkEdar
qolked,qlked,eeedy,Eedy
qokeedy,qkEdy,dar,dar
cheol,Seol,or,or
okedy,okedy,cheey,SEy
qokchedy,qkSedy,dy,dy
oldaly,oldaly,ckhy,Xy
shey,Zey,tohedy,tohedy
tchey,tSey,chdy,Sdy
opchear,opSear,olaiin,olaM
qokaiin,qkaM,chedy,Sedy
tchol,tSol,shckhdchy,ZXdSy
qedy,qedy,chol,Sol
shol,Zol,or,or
kshey,kZey,ordy,ordy
cheeos,SEos,chees,SEs
okain,okaN,aly,aly
daiin,daM,okalcheg,okalSeg
yteesy,ytEsy,dchdy,dSdy
opeeod,opEod,chdy,Sdy
lsr,lsr,ykaiin,ykaM
oiinedy,oMedy,pchdaiin,pSdaM
ody,ody,she,Ze
otaiin,otaM,dam,dam
otedaiin,otedaM,qofchedy,qfSedy
qotaiin,qtaM,shedy,Zedy
chedy,Sedy,kchdy,kSdy
psheedy,pZEdy,dydy,dydy
chol,Sol,opchekaiin,opSekaM
okar,okar,shockhchy,ZoXSy
dar,dar,shdalo,Zdalo
soley,soley,ry,ry
qokar,qkar,dchdar,dSdar
qotchdy,qtSdy,chedy,Sedy
yked,yked,cholal,Solal
qokey,qkey,qokedar,qkedar
shr,Zr,chdy,Sdy
cheol,Seol,chckhdy,SXdy
qokeedy,qkEdy,dar,dar
chey,Sey,ar,ar
olcheod,olSeod,al,al
chedy,Sedy,ydy,ydy
ypchaiin,ypSaM,eeesaiin,EesaM
lkeey,lkEy,lchedy,lSedy
shody,Zody,shedy,Zedy
shg,Zg,qokaiin,qkaM
qopain,qpaN,chkeey,SkEy
soeeaiin,soEaM,fchedy,fSedy
shedy,Zedy,okam,okam
qokar,qkar,chcfhhy,SYhy
al,al,saiin,saM
otal,otal,chcphy,SWy
qokey,qkey,dairom,daTom
cphear,Wear,tchedy,tSedy
kchom,kSom,shol,Zol
shedy,Zedy,odal,odal
rshedy,rZedy,qokaiin,qkaM
sydy,sydy,shdaiin,ZdaM
ol,ol,pchdar,pSdar
otey,otey,shedy,Zedy
shey,Zey,ar,ar
qockhain,qXaN,aiir,aU
olkeedy,olkEdy,okair,okaT
dyts,dyts,ykeols,ykeols
qol,ql,shedy,Zedy
okar,okar,qockhdy,qXdy
ar,ar,laiin,laM
dleedain,dlEdaN,syky,syky
dar,dar,dshdy,dZdy
lky,lky,ar,ar
chol,Sol,aiin,aM
sain,saN,y,y
otedy,otedy,ykar,ykar
qoty,qty,chdy,Sdy
rdam,rdam,ykal,ykal
soley,soley,olkaiin,olkaM
otaiin,otaM,qokaldar,qkaldar
shal,Zal,cheol,Seol
qotaiin,qtaM,dar,dar
oksholy,okZoly,aiin,aM
shedy,Zedy,tolchdaiin,tolSdaM
cpheedy,WEdy,chckhy,SXy
shedor,Zedor,saiin,saM
cheeaiin,SEaM,olor,olor
daiireol,daUeol,chls,Sls
ochor,oSor,aiin,aM
opches,opSes,oky,oky
qol,ql,ches,Ses
sheody,Zeody,aiin,aM
or,or,dal,dal
qotain,qtaN,ytor,ytor
qokeedy,qkEdy,chdar,Sdar
shaiir,ZaU,shey,Zey
qotcheey,qtSEy,qokaiin,qkaM
ksheeey,kZEey,chor,Sor
shedy,Zedy,kar,kar
chdy,Sdy,sheolkedy,Zeolkedy
otshdy,otZdy,otedy,otedy
qoteey,qtEy,tedy,tedy
olkdal,olkdal,saiin,saM
qotey,qtey,daiin,daM
qoteed,qtEd,shckhy,ZXy
qokaiin,qkaM,chekl,Sekl
chol,Sol,ol,ol
ocher,oSer,daiin,daM
ykaim,ykaK,chedy,Sedy
oky,oky,ykeey,ykEy
chs,Ss,daiin,daM
daldar,daldar,otal,otal
kedair,kedaT,chdam,Sdam
lsan,lsan,qokam,qkam
qoty,qty,qolkain,qlkaN
okeeor,okEor,olcheol,olSeol
or,or,daiin,daM
okchady,okSady,dar,dar
olcheeody,olSEody,ol,ol
ches,Ses,dld,dld
shes,Zes,iir,U
sheey,ZEy,ador,ador
dar,dar,aiin,aM
omalsy,omalsy,ofcheefar,ofSEfar
shedy,Zedy,oteol,oteol
eseey,esEy,cholkal,Solkal
lsedol,lsedol,qokal,qkal
okedaiiin,okeda3,dar,dar
otear,otear,ykdy,ykdy
ychr,ySr,pdair,pdaT
olkchedy,olkSedy,chdy,Sdy
chedor,Sedor,fdykain,fdykaN
ain,aN,or,or
qotal,qtal,air,aT
ral,ral,sheykaiiin,Zeyka3
pchdy,pSdy,ofchy,ofSy
cheedy,SEdy,kar,kar
ychaiin,ySaM,or,or
chey,Sey,aiin,aM
ofeeol,ofEol,dol,dol
olshar,olZar,ky,ky
qokeol,qkeol,oshdy,oZdy
ar,ar,sor,sor
okchy,okSy,shy,Zy
shedy,Zedy,kor,kor
okain,okaN,chol,Sol
syal,syal,qoty,qty
chedy,Sedy,kchdy,kSdy
otal,otal,olky,olky
okaiin,okaM,dor,dor
chedy,Sedy,chdy,Sdy
sedar,sedar,ykar,ykar
oksheeey,okZEey,olkedaiin,olkedaM
qotchedy,qtSedy,ody,ody
oky,oky,dy,dy
cheedy,SEdy,daiin,daM
olkedy,olkedy,chor,Sor
ar,ar,okain,okaN
otcheedaiin,otSEdaM,okaiifchody,okaiifSody
aiin,aM,saiin,saM
qotchey,qtSey,or,or
ol,ol,aiin,aM
chey,Sey,qokaiin,qkaM
dar,dar,ytodaiin,ytodaM
ocheer,oSEr,okom,okom
choiin,SoM,y,y
sheey,ZEy,okeey,okEy
oty,oty,chody,Sody
qokaiin,qkaM,cheor,Seor
raiin,raM,aiin,aM
oree,orE,okody,okody
lto,lto,chodal,Sodal
oty,oty,ykedy,ykedy
chedy,Sedy,qokedy,qkedy
kchar,kSar,dal,dal
qokedy,qkedy,or,or
dar,dar,aiin,aM
teoly,teoly,shky,Zky
otedy,otedy,ytedykor,ytedykor
chdy,Sdy,or,or
olysaiin,olysaM,sheky,Zeky
dshear,dZear,kain,kaN
shol,Zol,otar,otar
yty,yty,or,or
areedy,arEdy,aiin,aM
ycheeo,ySEo,okaiin,okaM
sheey,ZEy,ckhol,Xol
yty,yty,ol,ol
qol,ql,kor,kor
qokal,qkal,otor,otor
shcthdy,ZQdy,opchy,opSy
qotchey,qtSey,lkedy,lkedy
qoaiir,qaU,okchey,okSey
dshedol,dZedol,shorqoy,Zorqy
chckhoy,SXoy,kam,kam
chedy,Sedy,cho,So
chcthy,SQy,ckhcfhhy,XYhy
shedy,Zedy,or,or
chdy,Sdy,aly,aly
lkeol,lkeol,shody,Zody
kcheeaiin,kSEaM,pardy,pardy
shais,Zais,shedy,Zedy
qol,ql,qokar,qkar
chey,Sey,sheedy,ZEdy
chr,Sr,oraly,oraly
shy,Zy,olaiir,olaU
chedor,Sedor,okar,okar
okal,okal,ar,ar
dar,dar,oekar,oekar
dy,dy,aiin,aM
odair,odaT,olkaiin,olkaM
sain,saN,olky,olky
shedy,Zedy,dar,dar
dal,dal,ald,ald
shckhy,ZXy,shek,Zek
aiin,aM,chek,Sek
dain,daN,qokchy,qkSy
pchs,pSs,dar,dar
lkchaiin,lkSaM,ain,aN
qoky,qky,tar,tar
lkchail,lkSaG,aiin,aM
rair,raT,dal,dal
qoreos,qreos,ar,ar
okedy,okedy,ain,aN
lteeal,ltEal,cheor,Seor
shey,Zey,ydam,ydam
tchm,tSm,shody,Zody
dcheody,dSeody,okal,okal
orcheod,orSeod,shdy,Zdy
chsy,Ssy,kshy,kZy
chdy,Sdy,or,or
okal,okal,dar,dar
yteeeody,ytEeody,ar,ar
ain,aN,ykar,ykar
daedy,daedy,or,or
cthos,Qos,yky,yky
reedaiin,rEdaM,chdy,Sdy
qokair,qkaT,fchor,fSor
okedy,okedy,qokain,qkaN
oledain,oledaN,ar,ar
okoiin,okoM,sheedy,ZEdy
okaiin,okaM,olchef,olSef
olkeedy,olkEdy,sarol,sarol
okr,okr,chedy,Sedy
olkchedy,olkSedy,shekam,Zekam
qokedy,qkedy,qokar,qkar
otchor,otSor,chl,Sl
qokey,qkey,ykeedy,ykEdy
olsheain,olZeaN,chckhy,SXy
ytedor,ytedor,dalor,dalor
ol,ol,dy,dy
shedy,Zedy,paiin,paM
kcheoy,kSeoy,alaiin,alaM
shan,Zan,otal,otal
lkor,lkor,chd,Sd
ypchdair,ypSdaT,okar,okar
qofchedam,qfSedam,am,am
sairdy,saTdy,okar,okar
dain,daN,cheodal,Seodal
shal,Zal,ockhy,oXy
okeeedy,okEedy,dain,daN
ychaiin,ySaM,ockhedy,oXedy
otal,otal,otedy,otedy
ykor,ykor,okedy,okedy
sar,sar,lchdy,lSdy
shckhy,ZXy,okaiin,okaM
qokchedy,qkSedy,daiiiny,da3y
shey,Zey,tar,tar
lo,lo,aiin,aM
oteey,otEy,okaiin,okaM
qotedy,qtedy,cholody,Solody
qotsheedain,qtZEdaN,pchey,pSey
aiin,aM,keodar,keodar
lyeam,lyeam,aldydy,aldydy
ar,ar,qoky,qky
qopcham,qpSam,okal,okal
raiiin,ra3,shdy,Zdy
qoctheody,qQeody,olkedy,olkedy
ofchey,ofSey,opches,opSes
qokeedy,qkEdy,ar,ar
qotal,qtal,ordaiin,ordaM
peees,pEes,qokar,qkar
sshedam,sZedam,okar,okar
oreor,oreor,okedy,okedy
okal,okal,dar,dar
chedy,Sedy,ykchey,ykSey
dain,daN,kaiin,kaM
olseor,olseor,okos,okos
al,al,chedy,Sedy
qoky,qky,okar,okar
chckhs,SXs,aralos,aralos
dar,dar,shy,Zy
ol,ol,qokal,qkal
qotchey,qtSey,chdy,Sdy
shey,Zey,chckhd,SXd
al,al,otor,otor
okedy,okedy,aiis,aiis
aiin,aM,oky,oky
ofee,ofE,okolchy,okolSy
or,or,qokar,qkar
dam,dam,okam,okam
daraim,daraK,or,or
qokey,qkey,aiin,aM
keeody,kEody,chekody,Sekody
keeey,kEey,das,das
aiin,aM,qokol,qkol
qokeey,qkEy,okaiin,okaM
rcheal,rSeal,okar,okar
shedy,Zedy,oky,oky
okchey,okSey,okoldy,okoldy
olkal,olkal,ol,ol
solcheear,solSEar,lokar,lokar
chckhd,SXd,qokar,qkar
chckhey,SXey,okar,okar
ychan,ySan,okol,okol
chdaiin,SdaM,ol,ol
pchedam,pSedam,chedy,Sedy
sain,saN,qokchd,qkSd
salar,salar,ar,ar
ols,ols,ar,ar
okeedy,okEdy,or,or
dar,dar,dam,dam
daleody,daleody,tor,tor
qokar,qkar,or,or
dar,dar,ar,ar
orcheedy,orSEdy,shokor,Zokor
otedy,otedy,om,om
chor,Sor,olshedy,olZedy
or,or,qokam,qkam
keol,keol,chdy,Sdy
ykcheal,ykSeal,kar,kar
koiiin,ko3,oraiin,oraM
olkeol,olkeol,yaiin,yaM
otal,otal,chekaiin,SekaM
qofcheer,qfSEr,oky,oky
chedy,Sedy,ycheey,ySEy
sheey,ZEy,ksheo,kZeo
otar,otar,keeey,kEey
shedy,Zedy,dar,dar
olshdair,olZdaT,aim,aK
oor,oor,kcheo,kSeo
qokar,qkar,cfhdy,Ydy
olkchdy,olkSdy,orain,oraN
olkeedy,olkEdy,chefal,Sefal
ol,ol,daiin,daM
aiin,aM,dm,dm
cheey,SEy,taiin,taM
odyeeal,odyEal,ol,ol
odyeeey,odyEey,olaiin,olaM
dar,dar,or,or
qokeedy,qkEdy,dain,daN
qokeos,qkeos,okaiin,okaM
qoteedy,qtEdy,okaiin,okaM
keed,kEd,okaiin,okaM
oty,oty,daram,daram
qokain,qkaN,saiin,saM
redal,redal,olcheey,olSEy
dar,dar,chdy,Sdy
qokar,qkar,ychey,ySey
otedy,otedy,karar,karar
okcheos,okSeos,oky,oky
dam,dam,ykedy,ykedy
lkcheeal,lkSEal,okair,okaT
odyor,odyor,ody,ody
leeedy,lEedy,toar,toar
okchy,okSy,ykaiin,ykaM
saldal,saldal,ory,ory
shckheal,ZXeal,dal,dal
raiin,raM,pchedain,pSedaN
qoes,qes,chefaiin,SefaM
olshedar,olZedar,oldy,oldy
yteedy,ytEdy,todar,todar
chd,Sd,qokaiin,qkaM
ardy,ardy,ol,ol
qo,q,aram,aram
cheody,Seody,s,s
osheey,oZEy,air,aT
oteedy,otEdy,ain,aN
odyeod,odyeod,okaiin,okaM
otal,otal,okam,okam
aiin,aM,taraiin,taraM
ql,ql,okaiin,okaM
or,or,chckhy,SXy
qopcholy,qpSoly,solaiin,solaM
olsheedar,olZEdar,okar,okar
sheod,Zeod,oly,oly
qokeos,qkeos,chckhy,SXy
lsoiin,lsoM,qoeed,qEd
qokedy,qkedy,aiin,aM
chcphear,SWear,ol,ol
tedar,tedar,eeedy,Eedy
shedaiin,ZedaM,daiin,daM
tdy,tdy,shody,Zody
shaiin,ZaM,qokol,qkol
qokar,qkar,chedy,Sedy
doledy,doledy,s,s
cheedy,SEdy,ar,ar
oteor,oteor,chodaiin,SodaM
opchdal,opSdal,chkal,Skal
lkaiin,lkaM,ykedy,ykedy
qotol,qtol,okal,okal
pod,pod,tchy,tSy
shol,Zol,pchody,pSody
sheedy,ZEdy,pchdy,pSdy
octhdy,oQdy,kor,kor
pedol,pedol,ol,ol
kor,kor,tchkaiin,tSkaM
sheain,ZeaN,tchedy,tSedy
lchey,lSey,qokaiin,qkaM
al,al,oraiin,oraM
qopchr,qpSr,schedy,sSedy
alydar,alydar,qokol,qkol
rsheos,rZeos,chedy,Sedy
qokeey,qkEy,dalor,dalor
kshedy,kZedy,aithy,aithy
qokaiin,qkaM,ycheekeey,ySEkEy
ytdaiin,ytdaM,daiin,daM
dalo,dalo,okaiin,okaM
qosd,qsd,toees,toEs
raiin,raM,chedy,Sedy
lkedal,lkedal,kedy,kedy
shedy,Zedy,olfchedy,olfSedy
yteeor,ytEor,qokedy,qkedy
lteeal,ltEal,daiin,daM
or,or,chefain,SefaN
lkeos,lkeos,saiin,saM
qokaiin,qkaM,o,o
qokeos,qkeos,lchey,lSey
saiin,saM,kchedy,kSedy
qokchdy,qkSdy,okar,okar
okain,okaN,qokchdy,qkSdy
al,al,dy,dy
aiirdair,aUdaT,qokees,qkEs
sheo,Zeo,am,am
syeo,syeo,chdy,Sdy
lkedaiin,lkedaM,qokchey,qkSey
al,al,qody,qdy
opchol,opSol,or,or
ypcham,ypSam,aiiin,a3
ar,ar,okaiin,okaM
okar,okar,o,o
olky,olky,ckhy,Xy
al,al,sheod,Zeod
sairedy,saTedy,faimy,faKy
ypchm,ypSm,shol,Zol
sairol,saTol,kedy,kedy
shedy,Zedy,lor,lor
shckhaiin,ZXaM,ar,ar
qotal,qtal,okar,okar
qokeey,qkEy,qoky,qky
shey,Zey,kedy,kedy
dsheom,dZeom,r,r
opeols,opeols,yteey,ytEy
shey,Zey,qokaim,qkaK
aldaiin,aldaM,tochey,toSey
oo,oo,qokeedy,qkEdy
sheody,Zeody,qokaiin,qkaM
rain,raN,okeor,okeor
araly,araly,qokar,qkar
okchey,okSey,okees,okEs
opeor,opeor,ar,ar
qoesy,qesy,oky,oky
chdy,Sdy,saiin,saM
dal,dal,otain,otaN
odeol,odeol,chckhy,SXy
qokedy,qkedy,okal,okal
saireody,saTeody,okair,okaT
daryeey,daryEy,arol,arol
chdaly,Sdaly,qokey,qkey
orcheody,orSeody,okary,okary
sheedy,ZEdy,pchedy,pSedy
shol,Zol,chetar,Setar
qokaim,qkaK,ofair,ofaT
qotsheody,qtZeody,arody,arody
sshedol,sZedol,pchey,pSey
saleal,saleal,kedaleey,kedalEy
lkches,lkSes,oked,oked
dared,dared,shekchey,ZekSey
daiin,daM,opshes,opZes
yeeoy,yEoy,ypchd,ypSd
qotar,qtar,qotcheedy,qtSEdy
okesy,okesy,shkakeedy,ZkakEdy
alyear,alyear,ykeeo,ykEo
qockhey,qXey,alshey,alZey
opchal,opSal,ykedy,ykedy
lsheeeody,lZEeody,keshdy,keZdy
qokedy,qkedy,dy,dy
okaiin,okaM,dor,dor
tdair,tdaT,ycheoky,ySeoky
qokedy,qkedy,qokeed,qkEd
shais,Zais,chpy,Spy
lkchdy,lkSdy,qokedy,qkedy
lkaiin,lkaM,dy,dy
qochear,qSear,qok,qk
ykchos,ykSos,ra,ra
otais,otais,yekedy,yekedy
qoeedy,qEdy,ychdy,ySdy
qolcheos,qlSeos,kchdy,kSdy
saleedaiin,salEdaM,qokedy,qkedy
shey,Zey,qokedy,qkedy
y,y,shekchy,ZekSy
dy,dy,cheky,Seky
shckheo,ZXeo,daly,daly
yaim,yaK,chdchy,SdSy
shctheeed,ZQEed,ytcheeky,ytSEky
ckheeo,XEo,ypchedy,ypSedy
odor,odor,schdy,sSdy
shcthaiin,ZQaM,ytedy,ytedy
rcheey,rSEy,cthey,Qey
olky,olky,chees,SEs
qoeeor,qEor,oteey,otEy
shckhy,ZXy,otal,otal
qotchol,qtSol,dam,dam
oteedy,otEdy,qotchy,qtSy
qoty,qty,sal,sal
am,am,yteedy,ytEdy
teod,teod,kchdy,kSdy
kaiin,kaM,dchedy,dSedy
okaiin,okaM,tchdy,tSdy
ol,ol,dchedy,dSedy
dair,daT,dalain,dalaN
qotaiin,qtaM,shedey,Zedey
lsal,lsal,polchedy,polSedy
ain,aN,qokeey,qkEy
ked,ked,chekedy,Sekedy
qokshdar,qkZdar,ytey,ytey
qokeedy,qkEdy,chkchod,SkSod
chey,Sey,ypchedpy,ypSedpy
oryey,oryey,shepy,Zepy
opchedam,opSedam,shedy,Zedy
daiin,daM,parchdy,parSdy
kshaiin,kZaM,kchey,kSey
okal,okal,yteedy,ytEdy
qotedy,qtedy,qokeody,qkeody
ykedol,ykedol,ykedy,ykedy
oeody,oeody,chkedy,Skedy
cthey,Qey,qokedy,qkedy
qokaiin,qkaM,chedy,Sedy
otaiin,otaM,qokedy,qkedy
air,aT,dair,daT
soldair,soldaT,chedy,Sedy
sor,sor,chckhy,SXy
opchees,opSEs,qokey,qkey
dar,dar,lchdy,lSdy
chey,Sey,qokedy,qkedy
qocthedy,qQedy,qokyl,qkyl
oky,oky,cheked,Seked
tcheody,tSeody,qodor,qdor
dam,dam,am,am
okedy,okedy,qokeedy,qkEdy
shedy,Zedy,okedy,okedy
oky,oky,chekedy,Sekedy
qotdair,qtdaT,chedy,Sedy
chckhy,SXy,chckheody,SXeody
lkaiin,lkaM,chekal,Sekal
chol,Sol,daiin,daM
olkchy,olkSy,cheo,Seo
shedy,Zedy,al,al
odyal,odyal,okedy,okedy
daldy,daldy,s,s
areey,arEy,shok,Zok
qokaiin,qkaM,shedy,Zedy
pchaly,pSaly,qekchdy,qekSdy
dytdy,dytdy,dchdaldy,dSdaldy
rdy,rdy,ykedy,ykedy
ol,ol,qokeedy,qkEdy
ltdaiin,ltdaM,qokedy,qkedy
okeey,okEy,qokeg,qkeg
chary,Sary,ykeod,ykeod
qokain,qkaN,ykeedy,ykEdy
okol,okol,chekeedy,SekEdy
fchey,fSey,cheked,Seked
cthsy,Qsy,keerodal,kErodal
shedy,Zedy,pcheody,pSeody
sheol,Zeol,qofcheepy,qfSEpy
qokchy,qkSy,ofchdy,ofSdy
kdaly,kdaly,cfhekchdy,YekSdy
otedy,otedy,ypchedy,ypSedy
lkchear,lkSear,chepchefy,SepSefy
qotol,qtol,shdchdy,ZdSdy
otain,otaN,qotal,qtal
ches,Ses,dar,dar
okal,okal,dshedy,dZedy
shdaiiin,Zda3,tchey,tSey
rd,rd,s,s
qokaiin,qkaM,aiin,aM
cheeey,SEey,shekey,Zekey
okchedy,okSedy,okedy,okedy
dshar,dZar,okaly,okaly
qoky,qky,daiin,daM
shoiin,ZoM,okedy,okedy
lkain,lkaN,ykeeody,ykEody
otedy,otedy,choy,Soy
olkedy,olkedy,keoy,keoy
kedar,kedar,dam,dam
qol,ql,qokeody,qkeody
tchedair,tSedaT,okey,okey
aleeor,alEor,qokeody,qkeody
qokeey,qkEy,oleeol,olEol
shedy,Zedy,lkedy,lkedy
ypchaly,ypSaly,lkeeody,lkEody
qopok,qpok,qokeedy,qkEdy
rsairy,rsaTy,okeey,okEy
keey,kEy,qokol,qkol
shcthdar,ZQdar,sheols,Zeols
qoteedy,qtEdy,ycheos,ySeos
qotedy,qtedy,olchey,olSey
lkas,lkas,daiin,daM
olkor,olkor,or,or
qokeey,qkEy,chol,Sol
shey,Zey,ol,ol
lkcheedaiin,lkSEdaM,aiin,aM
qokain,qkaN,oteedy,otEdy
qokedy,qkedy,qoteol,qteol
lcheos,lSeos,oteodar,oteodar
okchedor,okSedor,orain,oraN
dar,dar,todaiin,todaM
yshsaiin,yZsaM,ol,ol
aiin,aM,cheos,Seos
solchal,solSal,yteedy,ytEdy
okshedal,okZedal,okal,okal
chdy,Sdy,old,old
shckheear,ZXEar,oteol,oteol
oksheod,okZeod,qokal,qkal
qokaiin,qkaM,or,or
cheos,Seos,oteody,oteody
cheedy,SEdy,ykeey,ykEy
ar,ar,okey,okey
ypchdy,ypSdy,ykeeol,ykEol
shedair,ZedaT,ckhdy,Xdy
sheey,ZEy,chdal,Sdal
olkeedy,olkEdy,ykeo,ykeo
olshedar,olZedar,aiin,aM
solkain,solkaN,okeody,okeody
qokaiin,qkaM,oly,oly
ykeos,ykeos,daiin,daM
dam,dam,olkeeo,olkEo
aiin,aM,lkol,lkol
tchain,tSaN,chedy,Sedy
qoes,qes,okeey,okEy
opody,opody,tarodaiin,tarodaM
dar,dar,ytedy,ytedy
dyked,dyked,chody,Sody
okchy,okSy,ofchtar,ofStar
ctheor,Qeor,chcphedy,SWedy
shody,Zody,ypar,ypar
shey,Zey,shol,Zol
scheesy,sSEsy,folor,folor
olkain,olkaN,aiin,aM
opchok,opSok,cphhy,Why
am,am,dar,dar
qokeey,qkEy,yteody,yteody
qokaiin,qkaM,oteol,oteol
olkain,olkaN,ytedy,ytedy
cheey,SEy,ar,ar
ychor,ySor,chety,Sety
lchedy,lSedy,dar,dar
schg,sSg,aiir,aU
qokeedy,qkEdy,okaldy,okaldy
qol,ql,daral,daral
opcholy,opSoly,otchdy,otSdy
chaiin,SaM,daiin,daM
otar,otar,dal,dal
reedy,rEdy,s,s
chaiir,SaU,yty,yty
qotchol,qtSol,yty,yty
qokar,qkar,oty,oty
qotchair,qtSaT,she,Ze
otchey,otSey,ody,ody
qol,ql,shy,Zy
qoky,qky,olor,olor
al,al,ytchy,ytSy
shckhy,ZXy,kaiin,kaM
lchedy,lSedy,chky,Sky
oteedy,otEdy,qotydy,qtydy
sar,sar,dar,dar
ol,ol,aiin,aM
qokeedy,qkEdy,ykam,ykam
cthedam,Qedam,dasar,dasar
odeey,odEy,ytey,ytey
aiin,aM,tedy,tedy
otey,otey,kar,kar
redol,redol,or,or
qokain,qkaN,ar,ar
lain,laN,shekalchdy,ZekalSdy
qokeo,qkeo,cholty,Solty
orey,orey,qotaly,qtaly
ctheos,Qeos,chedy,Sedy
olkar,olkar,oty,oty
otedy,otedy,otam,otam
rody,rody,ykor,ykor
ol,ol,chdy,Sdy
olar,olar,shekody,Zekody
qokaiin,qkaM,qotody,qtody
tchor,tSor,qotar,qtar
qodaly,qdaly,okedy,okedy
ldy,ldy,dar,dar
aiin,aM,choetchy,SoetSy
chdy,Sdy,dam,dam
oty,oty,otain,otaN
solkdaiin,solkdaM,ytam,ytam
lshy,lZy,kchedy,kSedy
par,par,chedy,Sedy
chedal,Sedal,daly,daly
rdaly,rdaly,cheody,Seody
y,y,cheolkeepchy,SeolkEpSy
yaim,yaK,pshesy,pZesy
qokal,qkal,otey,otey
opeody,opeody,kshdy,kZdy
oaiin,oaM,opchdy,opSdy
lcheeol,lSEol,kedar,kedar
shedy,Zedy,okedy,okedy
ain,aN,chdy,Sdy
rchedam,rSedam,shocphhy,ZoWhy
olkal,olkal,dytydy,dytydy
chcthdy,SQdy,pchdy,pSdy
ockhedam,oXedam,kedy,kedy
okchdy,okSdy,dam,dam
chckhy,SXy,ytchedy,ytSedy
olkal,olkal,chedy,Sedy
qokal,qkal,cheody,Seody
ros,ros,shy,Zy
pcheor,pSeor,qoiiin,q3
cthedam,Qedam,sheeeky,ZEeky
qofcheedal,qfSEdal,chedy,Sedy
okdain,okdaN,dain,daN
qotched,qtSed,shy,Zy
osheol,oZeol,ykolor,ykolor
sheey,ZEy,otaiin,otaM
okaiin,okaM,old,old
aiin,aM,dshedy,dZedy
aiin,aM,qotedy,qtedy
olyeos,olyeos,dor,dor
sheol,Zeol,cheey,SEy
dar,dar,odain,odaN
qotey,qtey,pshdar,pZdar
oleeody,olEody,shed,Zed
qotedy,qtedy,ody,ody
ykchair,ykSaT,qotedy,qtedy
qolchdar,qlSdar,yfchdy,yfSdy
ory,ory,qockhhdy,qXhdy
kair,kaT,opchdy,opSdy
qoty,qty,daiin,daM
chedy,Sedy,qokedy,qkedy
olkeedy,olkEdy,dydydy,dydydy
yeey,yEy,qotar,qtar
kor,kor,ytchedy,ytSedy
qo,q,ty,ty
otey,otey,shol,Zol
al,al,toldy,toldy
ctheeo,QEo,shody,Zody
shedy,Zedy,otchdy,otSdy
olchod,olSod,shdy,Zdy
qokain,qkaN,otolol,otolol
qokaiin,qkaM,shd,Zd
lsedain,lsedaN,olky,olky
kdol,kdol,ytol,ytol
cheol,Seol,otary,otary
okal,okal,cheky,Seky
okdy,okdy,dy,dy
lydal,lydal,dor,dor
qokar,qkar,shol,Zol
ain,aN,qokol,qkol
qokeey,qkEy,shedy,Zedy
aiin,aM,qotedy,qtedy
oreol,oreol,qokehdy,qkehdy
cphsaiin,WsaM,qokody,qkody
olsheos,olZeos,okehdy,okehdy
tsher,tZer,otedy,otedy
ar,ar,shedy,Zedy
ykchedair,ykSedaT,oty,oty
ol,ol,yty,yty
qokar,qkar,dy,dy
olsheam,olZeam,saiin,saM
shy,Zy,tshed,tZed
tedy,tedy,qosheckhhy,qZeXhy
sair,saT,odeedy,odEdy
tedair,tedaT,qeokehy,qeokehy
lshaiis,lZaiis,qotedy,qtedy
chal,Sal,daiin,daM
dshedy,dZedy,shodody,Zodody
shedy,Zedy,shochol,ZoSol
qolkor,qlkor,chckhy,SXy
qokal,qkal,ykedy,ykedy
shol,Zol,dy,dy
qoted,qted,ykeody,ykeody
qokaiin,qkaM,checkhy,SeXy
okeeey,okEey,chotehy,Sotehy
al,al,odain,odaN
okchedor,okSedor,chckhhhy,SXhhy
shey,Zey,chokor,Sokor
chedy,Sedy,aiin,aM
daiin,daM,pdsairy,pdsaTy
arey,arey,dalteoshy,dalteoZy
daiin,daM,da,da
chckhy,SXy,ly,ly
tchain,tSaN,sheet,ZEt
qol,ql,or,or
cthary,Qary,arodl,arodl
tdair,tdaT,lkeo,lkeo
otey,otey,raraiin,raraM
shedy,Zedy,otedyo,otedyo
cheol,Seol,poldy,poldy
qokchy,qkSy,shedy,Zedy
cpheor,Weor,octhy,oQy
solks,solks,otedy,otedy
qoteed,qtEd,chedy,Sedy
qolkeeol,qlkEol,dar,dar
am,am,chesckhy,SesXy
lkedy,lkedy,okeody,okeody
oty,oty,oky,oky
odyo,odyo,okaldy,okaldy
chey,Sey,kchdy,kSdy
shy,Zy,okar,okar
chedy,Sedy,tody,tody
